year,state,state_po,total_votes,electoral_votes,democrat_votes,republican_votes,other_votes,democrat_pct,republican_pct,other_pct,more_democrat,winning_party,candidate_name,party,democrat_electoral_votes,republican_electoral_votes
2004,Wisconsin,WI,2997007,10,1489504,1478120,29383,0.49699717084411216,0.49319871458425024,0.009804114571637637,0.0037984562598619154,democrat,John Kerry,democrat,10,0
2008,Wisconsin,WI,2983417,10,1677211,1262393,43813,0.5621778651794235,0.4231366248834809,0.01468550993709562,0.13904124029594256,democrat,Barack H. Obama,democrat,10,0
2012,Wisconsin,WI,3071434,10,1620985,1410966,39483,0.5277616253515459,0.4593834671361976,0.01285490751225649,0.06837815821534832,democrat,Barack H. Obama,democrat,10,0
2016,Wisconsin,WI,2976150,10,1382536,1405284,188330,0.4645384137224266,0.4721818456731012,0.06327974060447222,-0.007643431950674573,republican,Donald J. Trump,republican,0,10
1976,Wyoming,WY,156343,3,62239,92717,1387,0.39809265525159426,0.5930358250769142,0.008871519671491529,-0.19494316982531995,republican,Gerald Ford,republican,0,3
1980,Wyoming,WY,176713,3,49427,110700,16586,0.27970211586018007,0.6264394809663126,0.09385840317350733,-0.34673736510613257,republican,Ronald Reagan,republican,0,3
1984,Wyoming,WY,188968,3,53370,133241,2357,0.28242877100884806,0.7050982176876508,0.012473011303501123,-0.42266944667880274,republican,Ronald Reagan,republican,0,3
1988,Wyoming,WY,176551,3,67113,106867,2571,0.3801337857049804,0.6053038498790718,0.0145623644159478,-0.2251700641740914,republican,George H.W. Bush,republican,0,3
1992,Wyoming,WY,199884,3,68160,79347,52377,0.34099777871165277,0.3969652398391067,0.26203698144924054,-0.05596746112745393,republican,George H.W. Bush,republican,0,3
1996,Wyoming,WY,211571,3,77934,105388,28249,0.3683586124752447,0.4981211980848037,0.1335201894399516,-0.129762585609559,republican,Robert Dole,republican,0,3
2000,Wyoming,WY,213726,3,60481,147947,5298,0.282983820405566,0.6922274313841086,0.02478874821032537,-0.40924361097854256,republican,George W. Bush,republican,0,3
2004,Wyoming,WY,243861,3,70776,167629,5456,0.2902309102316484,0.6873956885274808,0.022373401240870824,-0.3971647782958324,republican,George W. Bush,republican,0,3
2008,Wyoming,WY,254904,3,82868,164958,7078,0.32509493770203685,0.6471377459749553,0.027767316323007878,-0.3220428082729185,republican,John McCain,republican,0,3
2012,Wyoming,WY,250701,3,69286,170962,10453,0.2763690611525283,0.6819358518713527,0.04169508697611896,-0.40556679071882445,republican,Mitt Romney,republican,0,3
2016,Wyoming,WY,258788,3,55973,174419,28396,0.2162890087639303,0.6739841105460841,0.10972688068998562,-0.4576951017821538,republican,Donald J. Trump,republican,0,3
